AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Date,Day,Div,FTAG,FTHG,FTR,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,Month,VCA,VCD,VCH,Year,season
0,16,0,3,2,3,Celta,13.0,6.0,1.22,13.5,6.0,1.22,2013-10-06,06,SP1,1,2,H,13,12,0,23,12,0,1,H,1,Ath Madrid,12.0,5.5,1.22,10,18.0,7.0,1.2,13,1314
10,14,0,15,4,3,Betis,2.88,3.3,2.4,2.9,3.3,2.4,2013-10-06,06,SP1,1,3,H,5,19,0,11,5,0,3,H,3,Getafe,3.0,3.3,2.25,10,3.0,3.3,2.55,13,1314
3,9,0,11,4,5,Almeria,7.0,4.33,1.44,6.5,4.33,1.48,2013-10-06,06,SP1,1,2,H,12,14,0,22,6,1,1,D,4,Sevilla,7.0,4.0,1.45,10,6.25,4.5,1.53,13,1314
2,6,0,12,5,2,Valencia,3.3,3.5,2.1,3.7,3.3,2.05,2013-10-06,06,SP1,1,1,D,9,8,0,17,8,1,0,A,2,Ath Bilbao,3.1,3.3,2.2,10,3.6,3.6,2.1,13,1314
3,22,0,6,0,4,Ath Madrid,1.67,3.6,5.25,1.67,3.6,5.25,2013-10-19,19,SP1,0,1,H,3,16,0,9,3,0,0,D,5,Espanol,1.7,3.6,4.7,10,1.8,3.75,5.0,13,1314
5,8,0,12,3,2,Barcelona,1.22,6.0,12.0,1.22,6.0,12.5,2013-10-19,19,SP1,0,0,D,2,13,0,4,1,0,0,D,3,Osasuna,1.22,6.0,11.0,10,1.25,6.5,13.0,13,1314
1,12,0,3,1,5,Malaga,11.0,7.0,1.2,14.5,7.0,1.17,2013-10-19,19,SP1,0,2,H,10,5,0,22,15,0,0,D,1,Real Madrid,12.5,6.0,1.2,10,13.0,7.5,1.2,13,1314
2,10,0,8,3,1,Sociedad,5.0,3.5,1.73,4.5,3.75,1.75,2013-10-19,19,SP1,2,1,A,8,13,0,16,4,1,0,A,3,Valencia,4.7,3.6,1.7,10,4.6,3.8,1.8,13,1314
5,17,0,16,6,3,Sevilla,2.4,3.4,2.8,2.35,3.4,2.9,2013-10-20,20,SP1,2,2,D,6,14,0,11,5,2,0,A,2,Valladolid,2.3,3.3,2.9,10,2.5,3.4,3.0,13,1314
3,12,0,15,7,2,Getafe,3.4,3.4,2.1,3.7,3.3,2.05,2013-10-20,20,SP1,2,0,A,9,21,1,12,5,0,0,D,3,Granada,3.1,3.3,2.2,10,3.8,3.3,2.2,13,1314
7,8,1,7,4,2,Elche,5.0,3.5,1.73,5.0,3.5,1.72,2013-10-20,20,SP1,2,1,A,6,22,0,15,7,2,1,A,4,Betis,4.7,3.6,1.7,10,5.0,3.7,1.8,13,1314
6,13,1,16,10,3,Vallecano,3.75,3.6,1.91,4.1,3.6,1.83,2013-10-20,20,SP1,1,0,A,7,21,0,6,2,0,0,D,2,Almeria,4.0,3.45,1.85,10,3.8,3.75,2.0,13,1314
0,14,0,6,3,1,Levante,3.5,3.4,2.05,3.7,3.25,2.05,2013-10-21,21,SP1,1,0,A,2,11,0,15,4,0,0,D,2,Celta,3.2,3.3,2.15,10,4.0,3.5,2.05,13,1314
4,13,1,6,2,2,Villarreal,3.2,3.4,2.2,3.2,3.4,2.2,2013-10-21,21,SP1,0,2,H,8,14,0,19,3,0,2,H,5,Ath Bilbao,2.9,3.3,2.3,10,3.4,3.6,2.2,13,1314
1,27,0,9,6,2,Valladolid,3.8,3.6,1.91,3.8,3.3,2.0,2013-10-25,25,SP1,3,0,A,8,7,0,17,4,2,0,A,2,Vallecano,3.3,3.3,2.1,10,3.9,3.6,2.05,13,1314
3,16,0,10,6,5,Real Madrid,4.33,4.0,1.75,3.8,4.1,1.78,2013-10-26,26,SP1,1,2,H,4,19,0,12,5,0,1,H,2,Barcelona,4.2,3.5,1.8,10,4.333,4.0,1.833,13,1314
4,8,0,14,3,3,Granada,4.0,3.4,1.91,4.25,3.25,1.9,2013-10-26,26,SP1,1,0,A,5,12,0,8,1,1,0,A,2,Elche,3.8,3.45,1.9,10,4.6,3.4,1.952,13,1314
11,23,0,20,6,5,Espanol,2.9,3.3,2.4,2.95,3.1,2.5,2013-10-26,26,SP1,0,3,H,3,14,0,6,3,0,2,H,2,Levante,3.1,3.3,2.2,10,3.1,3.25,2.55,13,1314
6,11,0,16,9,0,Celta,5.0,3.6,1.7,5.25,3.7,1.65,2013-10-26,26,SP1,5,0,A,5,14,0,7,1,2,0,A,2,Malaga,5.2,3.8,1.6,10,5.2,3.8,1.75,13,1314
5,7,0,9,1,2,Betis,12.0,5.5,1.25,11.5,5.5,1.25,2013-10-27,27,SP1,0,5,H,6,14,0,16,12,0,1,H,0,Ath Madrid,10.0,5.2,1.27,10,13.0,6.0,1.286,13,1314
3,11,1,7,3,4,Osasuna,6.5,4.2,1.5,6.75,4.1,1.48,2013-10-27,27,SP1,1,2,H,9,11,0,23,4,0,0,D,1,Sevilla,7.0,4.0,1.45,10,6.5,4.333,1.5,13,1314
9,13,0,16,8,2,Valencia,3.8,3.5,1.95,3.9,3.4,1.95,2013-10-27,27,SP1,1,4,H,6,14,0,15,8,0,2,H,3,Villarreal,3.3,3.3,2.1,10,3.9,3.6,2.05,13,1314
7,14,0,15,4,3,Almeria,5.5,4.0,1.57,5.5,4.0,1.57,2013-10-27,27,SP1,0,3,H,3,10,0,10,3,0,1,H,1,Sociedad,5.6,3.9,1.55,10,6.0,4.4,1.571,13,1314
4,22,0,6,5,3,Ath Bilbao,2.7,3.2,2.63,2.7,3.2,2.65,2013-10-28,28,SP1,1,0,A,9,13,0,14,3,1,0,A,0,Getafe,2.65,3.3,2.5,10,2.75,3.4,2.7,13,1314
6,11,0,14,5,3,Malaga,4.2,3.3,1.91,4.0,3.4,1.9,2013-10-29,29,SP1,0,0,D,8,20,0,12,3,0,0,D,1,Espanol,3.6,3.3,2.0,10,4.4,3.5,1.95,13,1314
7,12,0,20,8,1,Barcelona,1.29,5.5,10.0,1.25,5.5,11.0,2013-10-29,29,SP1,3,0,A,5,17,0,12,4,1,0,A,3,Celta,1.22,5.5,12.0,10,1.29,6.0,12.0,13,1314
2,17,0,8,4,5,Almeria,8.0,4.5,1.4,7.5,4.6,1.4,2013-10-30,30,SP1,2,1,A,5,14,0,19,7,0,1,H,0,Valencia,7.5,4.6,1.37,10,7.5,4.8,1.45,13,1314
1,15,1,16,6,2,Sevilla,13.0,7.0,1.18,13.5,6.5,1.19,2013-10-30,30,SP1,3,7,H,2,17,0,18,10,2,3,H,3,Real Madrid,12.5,6.0,1.2,10,13.0,7.5,1.22,13,1314
10,9,0,21,5,2,Vallecano,3.5,3.3,2.1,3.75,3.2,2.05,2013-10-30,30,SP1,1,3,H,5,10,1,10,6,0,2,H,0,Osasuna,3.6,3.3,2.0,10,3.7,3.5,2.15,13,1314
4,7,0,16,6,1,Sociedad,2.5,3.3,2.8,2.5,3.3,2.7,2013-10-30,30,SP1,2,2,D,11,15,0,18,7,1,0,A,4,Valladolid,2.5,3.3,2.65,10,2.63,3.4,2.88,13,1314
5,16,1,7,6,2,Ath Madrid,1.53,4.0,6.0,1.55,3.75,6.5,2013-10-31,31,SP1,2,1,A,5,15,0,10,1,1,0,A,2,Granada,1.6,3.7,5.4,10,1.55,4.1,7.5,13,1314
3,10,0,11,6,2,Elche,5.5,3.75,1.62,5.25,3.7,1.65,2013-10-31,31,SP1,2,2,D,8,11,0,17,5,1,0,A,3,Ath Bilbao,5.4,3.7,1.6,10,5.4,4.0,1.7,13,1314
8,14,0,9,4,4,Getafe,7.5,4.2,1.44,6.5,4.0,1.5,2013-10-31,31,SP1,2,0,A,9,12,1,12,3,1,0,A,1,Villarreal,5.6,3.9,1.55,10,7.0,4.5,1.5,13,1314
3,14,0,17,4,6,Levante,4.5,3.5,1.8,4.4,3.5,1.78,2013-10-31,31,SP1,0,0,D,4,12,1,16,5,0,0,D,1,Betis,4.2,3.5,1.8,10,4.8,3.6,1.85,13,1314
2,19,0,8,2,3,Espanol,26.0,10.0,1.09,18.0,10.5,1.09,2013-11-01,01,SP1,0,1,H,9,7,0,19,5,0,0,D,1,Barcelona,16.0,8.0,1.12,11,31.0,11.5,1.1,13,1314
2,6,1,5,1,0,Osasuna,5.75,4.0,1.57,6.0,3.6,1.62,2013-11-02,02,SP1,0,5,H,9,8,0,17,8,0,1,H,2,Sociedad,5.1,3.6,1.65,11,6.5,4.1,1.6,13,1314
5,13,1,8,2,2,Valladolid,3.4,3.3,2.15,3.4,3.25,2.15,2013-11-02,02,SP1,0,1,H,3,15,0,14,7,0,1,H,4,Almeria,3.1,3.3,2.2,11,3.5,3.5,2.2,13,1314
1,12,0,11,5,5,Real Madrid,1.25,6.0,11.0,1.25,6.0,10.0,2013-11-02,02,SP1,3,2,A,6,13,0,23,6,2,0,A,3,Vallecano,1.22,5.5,12.0,11,1.3,6.25,10.5,13,1314
5,15,0,17,4,1,Celta,6.0,4.33,1.5,6.25,4.2,1.5,2013-11-02,02,SP1,1,0,A,10,12,0,14,4,0,0,D,2,Sevilla,7.0,4.0,1.45,11,6.5,4.4,1.55,13,1314
0,21,1,2,0,2,Ath Bilbao,11.0,5.0,1.3,9.25,4.75,1.34,2013-11-03,03,SP1,0,2,H,3,15,0,15,8,0,2,H,5,Ath Madrid,9.0,5.0,1.3,11,10.0,5.5,1.36,13,1314
6,7,0,16,5,2,Valencia,2.75,3.2,2.6,2.75,3.25,2.55,2013-11-03,03,SP1,1,0,A,6,17,0,14,5,1,0,A,6,Getafe,2.6,3.2,2.6,11,2.75,3.4,2.7,13,1314
7,15,0,15,5,3,Granada,3.6,3.3,2.05,3.8,3.2,2.05,2013-11-03,03,SP1,1,0,A,5,15,0,13,7,0,0,D,2,Levante,3.8,3.45,1.9,11,4.1,3.3,2.1,13,1314
3,12,0,8,3,2,Betis,3.6,3.4,2.05,3.75,3.4,2.0,2013-11-03,03,SP1,2,3,H,2,20,0,10,4,1,1,D,2,Malaga,3.6,3.3,2.0,11,3.8,3.5,2.1,13,1314
9,11,0,16,6,3,Villarreal,2.2,3.3,3.3,2.2,3.25,3.3,2013-11-04,04,SP1,1,0,A,9,19,0,5,0,0,0,D,3,Elche,2.1,3.3,3.3,11,2.25,3.4,3.5,13,1314
5,17,0,17,6,3,Malaga,3.2,3.2,2.3,3.2,3.25,2.25,2013-11-08,08,SP1,1,3,H,7,17,0,16,10,0,0,D,3,Granada,3.1,3.3,2.2,11,3.5,3.3,2.3,13,1314
5,16,0,4,2,3,Almeria,3.5,3.4,2.05,3.5,3.3,2.1,2013-11-08,08,SP1,1,0,A,12,9,0,20,5,1,0,A,2,Osasuna,3.3,3.3,2.1,11,3.75,3.4,2.15,13,1314
2,24,0,7,3,5,Levante,6.5,4.1,1.5,6.25,3.8,1.55,2013-11-09,09,SP1,1,2,H,11,19,1,21,9,1,0,A,3,Ath Bilbao,5.4,3.7,1.6,11,7.0,4.1,1.57,13,1314
4,19,0,16,4,2,Vallecano,4.0,3.5,1.91,4.1,3.4,1.91,2013-11-09,09,SP1,2,0,A,8,16,0,16,4,1,0,A,3,Celta,3.8,3.45,1.9,11,4.2,3.75,1.92,13,1314
7,9,0,8,3,1,Sociedad,17.0,8.0,1.14,13.5,7.75,1.16,2013-11-09,09,SP1,1,5,H,2,16,0,17,8,0,4,H,2,Real Madrid,14.0,6.5,1.17,11,15.0,8.5,1.17,13,1314
7,16,0,10,5,6,Elche,3.75,3.25,2.05,3.8,3.2,2.05,2013-11-09,09,SP1,1,1,D,4,17,0,10,2,0,1,H,3,Getafe,3.6,3.3,2.0,11,4.1,3.4,2.05,13,1314
0,12,0,11,8,2,Barcelona,1.25,6.0,11.0,1.23,6.0,11.5,2013-11-10,10,SP1,4,1,A,9,18,0,16,5,2,0,A,3,Betis,1.25,6.0,9.0,11,1.29,6.5,12.0,13,1314
4,11,0,12,4,3,Sevilla,3.0,3.25,2.38,3.0,3.25,2.35,2013-11-10,10,SP1,3,1,A,5,19,1,15,2,2,1,A,2,Espanol,2.9,3.3,2.3,11,3.1,3.4,2.45,13,1314
6,17,0,11,6,5,Valladolid,6.0,4.0,1.53,5.75,4.1,1.55,2013-11-10,10,SP1,2,2,D,6,8,0,19,6,1,1,D,1,Valencia,6.1,4.0,1.5,11,6.25,4.33,1.57,13,1314
1,22,0,7,1,4,Ath Madrid,2.1,3.4,3.4,2.0,3.4,3.75,2013-11-10,10,SP1,1,1,D,5,14,0,15,3,1,0,A,3,Villarreal,2.0,3.4,3.5,11,2.15,3.4,3.75,13,1314
1,17,0,10,3,4,Osasuna,3.75,3.4,2.0,4.0,3.3,1.95,2013-11-22,22,SP1,1,0,A,6,8,0,7,3,0,0,D,4,Valladolid,3.5,3.3,2.05,11,4.1,3.4,2.05,13,1314
6,7,0,35,15,2,Real Madrid,1.29,5.5,9.5,1.26,6.0,9.5,2013-11-23,23,SP1,5,0,A,1,15,0,12,4,1,0,A,1,Almeria,1.25,5.5,10.3,11,1.3,5.75,9.5,13,1314
3,12,1,2,1,2,Getafe,13.0,5.75,1.22,12.5,5.25,1.26,2013-11-23,23,SP1,0,7,H,8,10,0,24,13,0,2,H,2,Ath Madrid,9.0,5.0,1.3,11,15.0,6.25,1.25,13,1314
7,19,1,10,3,2,Granada,17.0,8.5,1.13,16.0,7.75,1.14,2013-11-23,23,SP1,0,4,H,3,19,0,13,8,0,2,H,2,Barcelona,20.0,8.0,1.1,11,26.0,9.0,1.14,13,1314
3,24,1,10,5,2,Celta,5.25,3.6,1.67,5.0,3.75,1.67,2013-11-23,23,SP1,3,4,H,7,11,0,23,12,2,1,A,2,Sociedad,4.7,3.6,1.7,11,5.0,3.8,1.75,13,1314
7,10,0,25,8,2,Valencia,2.5,3.3,2.75,2.5,3.2,2.85,2013-11-24,24,SP1,1,2,H,2,14,0,9,3,0,0,D,3,Elche,2.4,3.3,2.75,11,2.5,3.3,3.1,13,1314
3,12,0,8,5,3,Espanol,2.88,3.3,2.4,3.0,3.1,2.45,2013-11-24,24,SP1,4,1,A,7,15,1,16,4,1,0,A,3,Vallecano,2.9,3.3,2.3,11,3.0,3.3,2.55,13,1314
1,21,1,8,1,4,Betis,5.0,3.75,1.67,4.75,3.8,1.7,2013-11-24,24,SP1,0,4,H,3,16,0,16,4,0,2,H,1,Sevilla,4.5,3.7,1.7,11,4.8,4.1,1.75,13,1314
4,17,0,23,9,1,Villarreal,2.1,3.3,3.5,2.05,3.3,3.6,2013-11-24,24,SP1,3,0,A,5,17,1,5,1,1,0,A,1,Levante,2.2,3.3,3.1,11,2.1,3.4,3.9,13,1314
3,9,0,10,6,1,Ath Bilbao,2.7,3.25,2.6,2.75,3.4,2.45,2013-11-25,25,SP1,2,1,A,5,20,1,8,1,0,1,H,4,Malaga,2.7,3.3,2.45,11,2.75,3.4,2.5,13,1314
8,11,0,8,3,4,Malaga,7.0,4.33,1.44,7.5,4.1,1.45,2013-11-29,29,SP1,1,1,D,9,12,0,7,3,0,1,H,1,Villarreal,5.6,3.9,1.55,11,7.5,4.4,1.5,13,1314
5,19,0,11,1,1,Levante,4.5,3.4,1.83,4.33,3.4,1.85,2013-11-29,29,SP1,0,1,H,4,15,0,15,2,0,0,D,3,Getafe,4.0,3.45,1.85,11,4.3,3.6,1.95,13,1314
3,12,0,6,3,2,Almeria,4.0,3.4,1.91,4.1,3.4,1.9,2013-11-30,30,SP1,1,3,H,7,11,0,17,6,1,1,D,1,Celta,3.5,3.3,2.05,11,4.33,3.5,1.95,13,1314
6,13,0,12,4,4,Ath Madrid,1.5,4.0,7.0,1.5,3.9,7.25,2013-11-30,30,SP1,2,0,A,9,14,0,10,2,0,0,D,2,Elche,1.57,3.8,5.5,11,1.5,4.2,8.0,13,1314
7,12,0,15,6,3,Sociedad,3.2,3.4,2.2,3.3,3.25,2.2,2013-11-30,30,SP1,2,1,A,5,17,0,13,4,0,1,H,4,Espanol,3.1,3.3,2.2,11,3.5,3.4,2.25,13,1314
1,8,0,9,3,1,Valladolid,17.0,8.5,1.13,17.5,8.0,1.13,2013-11-30,30,SP1,0,4,H,10,6,0,26,12,0,2,H,1,Real Madrid,20.0,8.0,1.1,11,19.0,9.5,1.15,13,1314
1,11,1,6,1,1,Osasuna,8.0,4.5,1.4,7.25,4.2,1.45,2013-12-01,01,SP1,0,3,H,7,15,0,24,11,0,1,H,1,Valencia,6.1,4.0,1.5,12,8.5,4.5,1.45,13,1314
4,16,0,9,5,5,Vallecano,4.0,3.4,1.91,4.0,3.3,1.95,2013-12-01,01,SP1,2,2,D,8,21,0,12,4,0,1,H,3,Betis,3.8,3.45,1.9,12,4.0,3.6,2.0,13,1314
5,10,0,11,2,4,Barcelona,1.6,4.2,5.0,1.57,4.1,5.5,2013-12-01,01,SP1,0,1,H,4,16,0,15,6,0,0,D,3,Ath Bilbao,1.5,4.0,6.1,12,1.67,4.2,5.25,13,1314
3,14,0,13,7,7,Sevilla,2.5,3.25,2.8,2.5,3.2,2.85,2013-12-01,01,SP1,2,1,A,8,13,0,17,8,1,0,A,4,Granada,2.55,3.4,2.55,12,2.55,3.3,3.0,13,1314
3,9,0,7,2,4,Elche,3.25,3.1,2.3,3.3,3.1,2.3,2013-12-13,13,SP1,1,2,H,5,11,0,9,3,1,1,D,4,Levante,3.3,3.3,2.1,12,3.4,3.2,2.4,13,1314
4,14,0,6,3,4,Getafe,3.75,3.4,2.0,3.9,3.4,1.95,2013-12-14,14,SP1,0,1,H,7,17,0,21,4,0,0,D,4,Malaga,3.3,3.3,2.1,12,4.0,3.5,2.05,13,1314
6,14,1,17,4,1,Real Madrid,1.22,6.5,11.0,1.22,6.0,12.0,2013-12-14,14,SP1,2,2,D,5,9,1,11,7,1,2,H,4,Osasuna,1.25,6.0,9.0,12,1.25,6.5,13.0,13,1314
3,21,0,13,3,5,Granada,3.6,3.3,2.05,4.0,3.3,1.95,2013-12-14,14,SP1,2,0,A,7,20,1,17,8,1,0,A,4,Vallecano,3.6,3.3,2.0,12,3.9,3.5,2.05,13,1314
4,12,0,3,1,1,Villarreal,11.0,5.5,1.29,9.25,5.25,1.3,2013-12-14,14,SP1,1,2,H,7,7,0,13,7,0,1,H,1,Barcelona,9.0,6.0,1.25,12,9.5,6.0,1.3,13,1314
5,17,0,16,6,2,Espanol,2.63,3.2,2.7,2.65,3.25,2.6,2013-12-15,15,SP1,0,0,D,5,10,0,10,4,0,0,D,0,Almeria,2.75,3.3,2.4,12,2.75,3.2,2.8,13,1314
1,14,0,3,0,4,Valencia,10.0,4.75,1.33,9.0,4.5,1.36,2013-12-15,15,SP1,0,3,H,8,9,0,14,6,0,0,D,2,Ath Madrid,6.8,4.6,1.4,12,10.0,5.2,1.36,13,1314
9,9,0,13,4,2,Ath Bilbao,3.75,3.5,1.95,3.5,3.6,2.0,2013-12-15,15,SP1,1,1,D,8,21,0,14,2,1,1,D,4,Sevilla,3.1,3.3,2.2,12,3.9,3.7,2.0,13,1314
1,12,0,15,4,2,Betis,4.75,3.6,1.73,5.0,3.8,1.65,2013-12-15,15,SP1,1,5,H,11,8,0,20,9,1,1,D,4,Sociedad,5.1,3.6,1.65,12,4.8,4.0,1.75,13,1314
5,17,1,14,3,1,Celta,3.0,3.25,2.38,3.1,3.3,2.3,2013-12-16,16,SP1,0,3,H,7,17,0,11,6,0,0,D,3,Valladolid,3.1,3.3,2.2,12,3.12,3.3,2.45,13,1314
2,14,0,6,2,4,Malaga,3.2,3.2,2.3,3.0,3.1,2.45,2013-12-20,20,SP1,1,0,A,7,17,1,8,2,1,0,A,3,Elche,2.9,3.3,2.3,12,3.12,3.25,2.5,13,1314
2,17,0,14,7,2,Almeria,4.5,3.75,1.73,4.6,3.6,1.75,2013-12-21,21,SP1,1,0,A,11,9,0,25,8,1,0,A,0,Betis,4.2,3.5,1.8,12,5.25,3.9,1.73,13,1314
2,9,0,11,7,1,Sociedad,2.88,3.3,2.4,2.85,3.3,2.45,2013-12-21,21,SP1,3,1,A,8,16,0,23,8,2,1,A,3,Granada,2.65,3.3,2.5,12,2.9,3.3,2.62,13,1314
4,25,1,12,4,4,Sevilla,4.0,3.6,1.85,4.2,3.6,1.83,2013-12-21,21,SP1,2,1,A,11,13,0,13,5,1,0,A,3,Villarreal,4.0,3.45,1.85,12,4.6,3.75,1.85,13,1314
6,18,1,8,4,5,Levante,17.0,7.5,1.14,17.5,7.25,1.15,2013-12-21,21,SP1,2,3,H,10,16,0,16,6,1,1,D,3,Ath Madrid,12.5,7.0,1.17,12,21.0,8.0,1.14,13,1314
7,21,0,14,5,2,Vallecano,7.0,4.33,1.44,7.0,4.33,1.45,2013-12-22,22,SP1,1,2,H,8,11,0,24,9,0,1,H,0,Ath Bilbao,7.3,4.2,1.42,12,7.0,4.6,1.5,13,1314
7,15,0,13,4,3,Osasuna,4.5,3.5,1.8,4.5,3.5,1.8,2013-12-22,22,SP1,1,1,D,5,14,0,14,6,1,1,D,0,Celta,4.0,3.45,1.85,12,4.6,3.6,1.87,13,1314
4,13,0,9,4,1,Valladolid,4.75,3.4,1.8,5.0,3.4,1.75,2013-12-22,22,SP1,2,4,H,2,23,0,13,7,0,2,H,3,Espanol,4.2,3.5,1.8,12,5.2,3.7,1.8,13,1314
1,7,0,15,7,3,Barcelona,1.4,4.75,7.0,1.42,4.5,7.25,2013-12-22,22,SP1,5,2,A,7,26,0,12,2,3,2,A,4,Getafe,1.35,5.0,7.2,12,1.44,5.0,8.0,13,1314
6,13,0,12,5,2,Real Madrid,1.57,4.0,5.5,1.55,4.25,5.5,2013-12-22,22,SP1,3,2,A,3,12,0,12,5,2,1,A,2,Valencia,1.57,4.0,5.2,12,1.65,4.4,5.25,13,1314
5,24,0,7,2,1,Levante,7.5,4.2,1.44,7.25,4.2,1.45,2014-01-04,04,SP1,0,2,H,7,17,0,17,5,0,1,H,3,Valencia,5.6,3.9,1.55,01,7.5,4.4,1.5,14,1314
6,10,0,6,3,0,Betis,3.0,3.25,2.38,2.95,3.3,2.35,2014-01-04,04,SP1,0,0,D,10,6,0,10,3,0,0,D,1,Valladolid,3.1,3.3,2.2,01,3.0,3.4,2.45,14,1314
9,10,0,5,3,3,Granada,3.0,3.2,2.4,3.1,3.25,2.3,2014-01-04,04,SP1,0,3,H,9,18,0,18,8,0,2,H,3,Almeria,2.9,3.3,2.3,01,3.25,3.25,2.45,14,1314
8,14,0,9,6,6,Ath Madrid,1.53,4.1,6.0,1.5,3.9,7.0,2014-01-04,04,SP1,1,0,A,5,20,0,12,3,0,0,D,4,Malaga,1.57,3.75,5.6,01,1.57,4.1,7.0,14,1314
2,17,0,3,0,2,Elche,26.0,11.0,1.07,23.0,9.5,1.09,2014-01-05,05,SP1,0,4,H,1,12,0,13,6,0,2,H,2,Barcelona,20.0,8.0,1.1,01,41.0,11.5,1.07,14,1314
10,15,0,13,3,7,Espanol,3.0,3.2,2.4,3.25,3.1,2.3,2014-01-05,05,SP1,0,1,H,1,9,0,11,4,0,1,H,3,Osasuna,2.75,3.3,2.4,01,3.2,3.2,2.5,14,1314
2,14,0,9,1,2,Getafe,5.75,4.2,1.53,5.75,4.1,1.55,2014-01-05,05,SP1,0,3,H,9,13,0,20,7,0,1,H,2,Sevilla,5.6,3.9,1.55,01,6.5,4.3,1.57,14,1314
4,15,0,13,3,3,Ath Bilbao,3.3,3.4,2.15,3.3,3.25,2.2,2014-01-05,05,SP1,0,2,H,5,11,0,8,4,0,1,H,2,Sociedad,3.0,3.2,2.3,01,3.4,3.4,2.2,14,1314
5,18,0,12,6,3,Villarreal,2.15,3.4,3.3,2.05,3.4,3.5,2014-01-06,06,SP1,5,2,A,11,14,0,19,8,3,0,A,3,Vallecano,2.0,3.3,3.6,01,2.2,3.4,3.6,14,1314
9,9,0,15,1,2,Celta,21.0,9.0,1.1,21.0,9.75,1.09,2014-01-06,06,SP1,0,3,H,12,12,0,18,8,0,0,D,0,Real Madrid,20.0,8.0,1.1,01,31.0,11.0,1.1,14,1314
5,13,0,10,1,3,Valladolid,3.8,3.3,2.0,3.8,3.3,2.0,2014-01-10,10,SP1,0,4,H,8,11,0,15,8,0,2,H,0,Granada,3.6,3.3,2.0,01,4.1,3.4,2.05,14,1314
6,10,0,9,2,1,Almeria,7.5,4.5,1.4,7.75,4.5,1.4,2014-01-11,11,SP1,1,6,H,8,13,0,15,7,1,3,H,2,Ath Bilbao,7.3,4.2,1.42,01,9.0,4.75,1.4,14,1314
2,14,0,11,2,2,Valencia,2.3,3.3,3.1,2.35,3.25,3.0,2014-01-11,11,SP1,1,2,H,4,7,0,21,8,1,0,A,0,Celta,2.4,3.3,2.75,01,2.4,3.4,3.12,14,1314
5,23,0,10,3,3,Sevilla,2.15,3.4,3.3,2.1,3.25,3.5,2014-01-11,11,SP1,1,1,D,8,7,0,10,3,0,0,D,2,Elche,2.1,3.3,3.3,01,2.2,3.4,3.6,14,1314
6,9,0,9,2,3,Barcelona,2.2,3.5,3.1,2.2,3.4,3.2,2014-01-11,11,SP1,0,0,D,7,17,0,6,2,0,0,D,2,Ath Madrid,2.1,3.5,3.3,01,2.25,3.5,3.25,14,1314
7,16,0,22,6,5,Malaga,2.88,3.2,2.5,2.8,3.25,2.5,2014-01-12,12,SP1,0,1,H,4,24,0,8,5,0,1,H,4,Levante,2.75,3.3,2.4,01,2.9,3.2,2.7,14,1314
7,14,0,14,5,1,Vallecano,3.75,3.4,2.0,3.75,3.5,1.95,2014-01-12,12,SP1,1,0,A,12,19,0,14,5,1,0,A,5,Getafe,3.7,3.5,1.9,01,3.7,3.5,2.1,14,1314
8,12,0,23,8,1,Real Madrid,1.33,5.5,7.5,1.35,5.0,8.0,2014-01-12,12,SP1,1,0,A,3,19,0,11,1,0,0,D,2,Espanol,1.3,5.0,9.0,01,1.36,5.5,9.0,14,1314
3,11,1,7,3,2,Osasuna,4.5,3.5,1.8,4.5,3.5,1.8,2014-01-12,12,SP1,2,1,A,8,20,1,22,8,1,0,A,4,Betis,3.8,3.45,1.9,01,5.0,3.5,1.83,14,1314
6,13,0,8,4,4,Sociedad,4.0,3.5,1.91,4.1,3.6,1.85,2014-01-13,13,SP1,1,5,H,8,16,0,22,11,0,3,H,2,Villarreal,3.7,3.5,1.9,01,4.1,3.5,1.95,14,1314
5,17,0,11,4,4,Valencia,2.63,3.2,2.7,2.6,3.2,2.7,2014-01-17,17,SP1,0,0,D,5,17,0,17,6,0,0,D,2,Malaga,2.6,3.2,2.6,01,2.7,3.3,2.75,14,1314
0,12,0,8,0,3,Osasuna,4.0,3.2,2.0,4.0,3.3,1.95,2014-01-18,18,SP1,0,0,D,7,11,0,17,3,0,0,D,1,Granada,3.3,3.3,2.1,01,4.33,3.3,2.0,14,1314
8,14,0,12,2,1,Celta,3.9,3.25,2.0,4.2,3.3,1.91,2014-01-18,18,SP1,0,1,H,3,15,0,8,3,0,0,D,1,Espanol,3.8,3.45,1.9,01,4.1,3.4,2.05,14,1314
1,7,1,7,1,2,Vallecano,3.0,3.2,2.38,3.2,3.2,2.25,2014-01-18,18,SP1,0,2,H,7,13,0,15,10,0,1,H,2,Elche,3.2,3.2,2.2,01,3.3,3.3,2.4,14,1314
7,13,0,21,11,1,Real Madrid,1.29,6.0,8.5,1.26,5.5,11.0,2014-01-18,18,SP1,5,0,A,0,18,0,7,1,3,0,A,3,Betis,1.22,6.0,10.5,01,1.29,6.0,9.5,14,1314
7,15,0,13,4,1,Almeria,9.0,5.0,1.33,9.5,4.75,1.33,2014-01-19,19,SP1,0,2,H,9,15,0,12,2,0,1,H,2,Villarreal,7.6,4.8,1.35,01,11.0,5.0,1.33,14,1314
